Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Elliot Yeo,West Coast,27,27.24,Midfielder,10,10.02,89.9,71.2,19,1.9,6,8,80.4,10.7,8.5,19.2,61.979,50.467,76.471,55.729,3.3,0.5,281.5,14.661,4.8,4,3.3,5.818,11,8,19,57.895,1.6,7.5,0.9,2.4,3.8,6.2,2.2,0.3,0,0.3,0.1,0.5,2.5,-2,0.1,0.14,0,0,0,,5.6,1.3,0.1,100,0.4,25,0,0,0.1,0.1,0.2,0,3.9,22.807,1.3,0.1,1.6,20.5,7.5,0.4
Jeremy McGovern,West Coast,28,28.71,Key Defender,12,9.533,90,56.833,19,1.583,3,2,78.417,9.5,3.583,13.083,81.529,79.825,86.047,72.611,0.583,2.667,177.333,13.554,1.5,8.722,2.083,6.28,5.667,7.833,13.5,41.975,7.417,2.833,0,0,0.083,0.083,6,1.667,0,3.167,0,0.75,0.75,0,0,0,0,,0,,1.167,0,3.083,16.216,0,,0,0,0,0,0,,1.25,7.143,0.917,0,5.417,5.417,4.75,4.5
Tim Kelly,West Coast,26,26.43,Midfielder,18,9.756,95.722,76,34,1.889,6,11,83.778,11.5,8.5,20,63.333,55.072,74.51,57.5,4.056,1.889,364,18.2,3.556,5.625,4.889,4.091,8.833,11.556,20.389,43.324,1.722,6.167,0.889,1.5,2.556,4.056,2.556,0.056,0.111,0.056,0.056,0.556,0.833,-0.278,0,0,0,,0,,4.222,0.556,0,,0.056,0,5,0.278,0.222,0.778,1,35.714,4.167,24.59,0.778,0.111,0.611,21.444,9.111,0
Liam Duggan,West Coast,24,24.05,Gen. Defender,17,8.065,83.294,68.882,6,0.353,2,0,86.882,12.412,4.059,16.471,77.143,74.408,85.507,75.357,1.941,2.824,298.529,18.125,1.765,9.333,3.412,4.828,4.059,12.471,16.529,24.555,4.294,3.118,0.059,0.235,0.588,0.824,5.765,0.059,0,1.176,0,0.471,0.471,0,0,0,0,,0,,1.765,0,0.412,57.143,0,,0,0,0.118,0.118,0.118,0,2.235,13.38,0.882,0.176,2.647,11.471,7.706,1.765
Tom Barrass,West Coast,25,25.23,Key Defender,18,9.422,81.222,44,15,0.833,3,3,89.889,8,2.056,10.056,87.293,86.806,89.189,79.558,0.556,2.611,145.056,14.425,1.056,9.526,1.5,6.704,3.611,6.667,10.278,35.135,4.611,1.667,0,0,0.056,0.056,5.222,1.167,0,2,0,0.667,0.444,0.222,0,0,0,,0,,0.222,0,2.778,22,0,,0,0,0,0,0.167,,1.278,7.541,0.667,0.056,9.222,2.722,2.389,8.5
Darcy Cameron,Collingwood,25,25.45,Key Forward,10,5.46,52.7,43.3,1,0.1,1,0,74.5,4.6,3,7.6,65.789,58.696,76.667,60.526,1.1,0.1,87.5,11.513,1.8,4.222,1.9,4,5.1,2.8,7.9,64.557,1.3,1.7,0.5,0.1,0.4,0.5,3.6,1.8,0.6,0.8,0.7,0.9,0.7,0.2,15.6,21.879,5.7,36.538,1.3,22.807,1.4,0.2,0.2,0,3.2,34.375,4,0.4,0.2,0.8,0,50,1.5,10.204,0.4,0,1.2,8.3,2,0.9
Jack Higgins,Richmond,21,21.78,Gen. Forward,10,7.31,78.1,59.4,6,0.6,1,0,82.3,9,5.6,14.6,69.178,55.556,91.071,61.644,2.8,0.6,231.6,15.863,2.2,6.636,3,4.867,6,9,15,40,1.9,4.4,1.6,0.2,0.8,1,3.6,0.1,1,0.5,0.6,1.7,0.6,1.1,0,0,0,,0,,1.7,0.7,0,,0.7,28.571,5,0.5,0.7,1.7,0.4,29.412,4.4,24.444,0.8,0,0.7,13.2,3.3,0.2
Rhys Stanley,Geelong,30,30.08,Ruck,11,11.545,98.455,68.273,15,1.364,4,0,79.636,6.545,6.182,12.727,70.714,63.889,77.941,51.429,2.273,0.727,180.727,14.2,2.273,5.6,2.545,5,6.727,5.636,12.364,54.412,1.818,3.636,0.818,1.364,1.545,2.909,2.909,0.818,0.818,0.727,0.273,1.091,1.091,0,45.455,56.37,18.727,41.2,4.545,24.272,1.273,0.182,0.455,0,1.182,23.077,10,0.909,0.455,1.455,0.182,62.5,5.364,24.583,2.091,0,3.182,7.545,4.455,2.273
Jed Bews,Geelong,27,27.04,Gen. Defender,20,6.29,60.85,45.95,10,0.5,4,1,85.95,7.3,3.6,10.9,77.523,72.603,87.5,66.972,1.3,1.65,200.55,18.399,1.2,9.083,1.7,6.412,3.95,6.85,10.8,36.574,3.6,3.15,0.1,0.1,0.8,0.9,3.25,0.15,0.1,0.8,0.05,0.6,0.5,0.1,0,0,0,,0,,1.75,0.15,0.85,17.647,0,,3,0.15,0.1,0.4,0.15,37.5,1.6,8.226,0.6,0,1.5,9.55,6.95,1.25
Brandan Parfitt,Geelong,22,22.67,Midfielder,18,7.672,84.667,68.167,13,0.722,4,2,71.333,8.222,7.278,15.5,62.366,47.973,78.626,53.047,2.5,0.778,200.222,12.918,3.167,4.895,3.5,4.429,7.333,8.556,15.889,46.154,2.167,6.111,1.278,1.056,1.778,2.833,1.722,0.111,0.278,0.111,0.056,0.722,1.167,-0.444,0,0,0,,0,,5.889,0.778,0.111,100,0.333,0,8,0.444,0.333,1.167,0.278,38.095,3.778,19.883,1,0,0.889,19,7.944,0.389
Blake Hardwick,Hawthorn,23,23.9,Gen. Defender,16,7.3,69.438,47.5,0,0,0,0,82.75,8.75,4.188,12.938,84.058,82.143,88.06,67.633,1.125,3.688,260.375,20.126,1.375,9.409,2,6.469,3.75,7.5,11.25,33.333,3.812,3.188,0.188,0,0.375,0.375,2.812,0.125,0.062,0.438,0,0.125,0.438,-0.312,0,0,0,,0,,1.312,0.062,1.25,35,0.062,100,1,0.062,0,0.125,0.125,50,2.062,13.253,0.75,0,3,8.562,6.312,2.375
Thomas Berry,Brisbane,20,20.66,Gen. Forward,6,4.517,43.833,28,0,0,0,0,71.5,2.667,4.167,6.833,53.659,37.5,64,39.024,0.833,0.167,72.333,10.585,1.167,5.857,1.833,3.727,4,2.833,6.833,58.537,1,3.333,1.667,0,0,0,1.667,0.5,0.5,0.333,0.5,0.333,0.667,-0.333,0,0,0,,0,,2,0.667,0,,0.333,0,0,0,0.333,0.333,0.5,0,1.833,8.661,0.333,0,1,13.333,3.667,0.333
Ryan Lester,Brisbane,28,28.34,Gen. Defender,15,7.52,72.067,51,2,0.133,2,0,88.133,7.133,4.667,11.8,79.096,74.766,85.714,60.452,0.533,1.867,159.6,13.525,1.667,7.08,2.067,5.71,4.2,7,11.2,37.5,5.467,2.8,0.067,0,0.267,0.267,4.133,0.733,0,1.867,0.133,0.467,0.667,-0.2,0,0,0,,0,,2.333,0,2.333,31.429,0,,0,0,0.067,0.067,0,0,1.4,6.885,0.8,0,3.533,8.533,6.267,2.867
Callum Ah Chee,Brisbane,23,23.22,Gen. Defender,18,4.65,65.333,52.111,7,0.389,1,0,81.722,7.667,3.833,11.5,66.667,60.87,78.261,66.667,1.944,1.778,213,18.522,2.556,4.5,3.167,3.632,4.5,7.056,11.556,38.942,4.056,3.667,0.611,0.056,0.5,0.556,3.5,0.333,0.222,0.778,0.278,0.5,0.778,-0.278,0,0,0,,0,,2.889,0.278,0.667,33.333,0.333,16.667,3,0.167,0.222,0.5,0.056,33.333,3,14.477,1.278,0.111,1.389,10.722,6.5,0.833
Hayden Young,Fremantle,19,19.72,Gen. Defender,5,3.66,52,41.6,0,0,0,0,62.8,6.6,3.4,10,62,63.636,58.824,66,1.2,2.2,160,16,1.4,7.143,2.4,4.167,2.6,7.4,10,26,2.8,1.8,0,0,0.2,0.2,3.2,0.6,0,1,0,0.4,0.2,0.2,0,0,0,,0,,1.4,0,0.2,100,0,,0,0,0,0.2,0.2,0,1.4,9.459,0.6,0.2,0.8,6.2,4.6,0.8
Harry McKay,Carlton,23,23.01,Key Forward,13,5.1,59.538,48.077,7,0.538,4,2,87.769,5.846,1.615,7.462,52.577,51.316,57.143,78.351,1.077,0.077,166.538,22.32,2.769,2.694,2.692,2.771,4.231,3.462,7.692,55,0.769,1.538,0.923,0,0,0,4.385,1.692,2.462,0,1.308,1.077,1.308,-0.231,0,0,0,,0,,1.538,0.846,0,,2.462,18.75,21,1.615,1.154,3.769,0.077,42.857,3.615,21.86,0.154,0.154,1.308,6.462,1.077,0.923
Marc Pittonet,Carlton,24,24.57,Ruck,13,9.331,78.462,54.077,14,1.077,3,0,79.154,4.538,3.846,8.385,63.303,45.763,84,54.128,1.385,0.385,93.769,11.183,2,4.192,2.077,4.037,5.692,2.077,7.769,73.267,2,3.077,0.462,1.538,1.538,3.077,1.769,1.077,0.154,1,0,1.154,1.154,0,53.923,73.867,22.154,41.084,6.846,30.903,1.846,0.385,1.077,28.571,0.231,33.333,0,0,0.231,0.308,0,0,2.077,12.385,1.462,0,2.385,9.154,4.462,1.615
Trent Rivers,Melbourne,19,19.42,Gen. Defender,9,6.344,65.222,52.667,0,0,0,0,79,8.333,5.333,13.667,74.797,70.667,81.25,60.976,1.222,2.333,193.222,14.138,2,6.833,3.222,4.241,4.778,8.111,12.889,37.069,4.778,3.222,0.222,0.111,0.444,0.556,3.111,0.556,0,1.111,0.111,1.222,0.444,0.778,0,0,0,,0,,1.556,0,0.556,40,0,,2,0.222,0.222,0.444,0.111,50,1.778,11.034,0.889,0.111,1.111,9.111,6.778,0.667
Luke Jackson,Melbourne,19,19.25,Key Forward,6,5.183,58.167,38,0,0,0,0,75.333,3.167,5.5,8.667,80.769,78.947,81.818,36.538,1,0,83.667,9.654,1.333,6.5,2.167,4,4.667,4.333,9,51.852,0.5,2.333,0.333,0.333,0.667,1,1.5,0.833,0.333,0,0.5,1.167,0.5,0.667,16.333,24.873,4.667,28.571,1.333,28.571,1.333,0.5,0,,1.833,27.273,3,0.5,0.333,0.833,0.5,60,2.833,15.315,0.833,0,1.167,9.167,1.833,0.667
Christian Salem,Melbourne,25,25.46,Gen. Defender,16,7.1,87.312,71.75,3,0.188,2,0,86.375,12.5,6.312,18.812,72.425,72.5,72.277,66.445,2,3.688,299.125,15.9,2.438,7.718,3.625,5.19,4.375,12.75,17.125,25.547,3.75,3.75,0.125,0.125,0.438,0.562,4,0.312,0.062,0.812,0,0.25,0.625,-0.375,0,0,0,,0,,2.625,0.188,0.562,22.222,0.062,100,2,0.125,0,0.25,0.188,50,2.938,17.279,1.125,0.25,1.25,10.75,6.875,0.875
Jayden Hunt,Melbourne,25,25.74,Gen. Forward,6,6.55,49,35.833,2,0.333,1,0,71.333,4.5,1.333,5.833,65.714,66.667,62.5,77.143,0.833,0.167,119.167,20.429,1,5.833,1,5.833,2.167,3.667,5.833,37.143,0.167,1.333,0.667,0,0.167,0.167,1.667,0.167,0.5,0,0.167,0.667,0.333,0.333,0,0,0,,0,,1.167,0.833,0.167,0,0.667,50,10,1.667,0.333,2.333,0.167,71.429,2.833,18.889,0.333,0,1.333,7.5,2.667,0.833
Ben Crocker,Adelaide,23,23.03,Gen. Forward,7,3.771,50,46,0,0,0,0,83.571,6.429,1.429,7.857,67.273,62.222,90,81.818,2.286,0.429,168.143,21.4,1.714,4.583,1.857,4.231,3,4.571,7.571,39.623,1.143,1.429,0.714,0,0.571,0.571,3.143,0.286,0.429,0,0.286,1,0.143,0.857,0,0,0,,0,,2.429,1,0,,1.714,25,4,0.571,0.714,1.714,0,33.333,3.286,28.395,0.714,0,1,11,3,0.286
Ben Keays,Adelaide,23,23.85,Midfielder,16,8.463,81.188,63.75,0,0,0,1,86.25,9.188,7.375,16.562,71.698,57.143,89.831,55.472,2.5,1.562,229.25,13.842,2.188,7.571,3.562,4.649,6.812,9.688,16.5,41.288,2.25,5.125,0.438,0.812,2.125,2.938,2.938,0.062,0.062,0.438,0.062,0.562,0.875,-0.312,0,0,0,,0,,3.312,0.312,0.188,100,0.25,0,3,0.188,0.312,0.5,0.188,37.5,3.188,22.174,0.688,0,0.875,19.375,9.188,0.062
Charlie Dixon,Port Adelaide,30,30.27,Key Forward,18,9.483,88.389,56.944,36,2,6,9,94.333,6.111,3.333,9.444,66.471,64.545,70,64.706,1.056,0.111,125.556,13.294,2.556,3.696,2.278,4.146,6.944,3,9.944,69.832,0.5,2.667,1.778,0,0.611,0.611,3.833,2.556,1.889,0.056,0.611,1,0.778,0.222,6.611,8.452,2.611,39.496,0.667,25.532,1.667,0.889,0,,5.056,24.176,34,1.889,1.167,3.222,0.333,58.621,5.222,27.485,0.833,0,2.056,8.889,2.111,1.5
Riley Bonner,Port Adelaide,23,23.81,Gen. Defender,9,4.733,59.222,49.444,0,0,0,0,79.111,10.778,2.778,13.556,76.23,74.227,84,79.508,1.444,2.778,291.444,21.5,2.778,4.88,3.111,4.357,3,10,13,23.077,3.444,2.333,0,0.111,0.556,0.667,3.667,0.222,0,0.889,0,0.111,0.889,-0.778,0,0,0,,0,,0.778,0,0.889,12.5,0,,0,0,0,0,0,,2,9.89,0.556,0,2.222,6.111,3.556,1.889
Wil Powell,Gold Coast,21,21.34,Gen. Defender,15,7.54,66.8,49.6,1,0.067,1,0,76.733,6.8,6.333,13.133,74.112,64.706,84.211,51.777,1.2,2.733,183.933,14.005,2,6.567,2.067,6.355,4.6,8.8,13.4,34.328,5.067,3.6,0.2,0.067,0.333,0.4,3.267,0.267,0.067,1.133,0.2,0.467,0.4,0.067,0,0,0,,0,,1.667,0,0.733,45.455,0.2,33.333,2,0.133,0,0.2,0.267,66.667,2.133,12.355,0.533,0,2,9.333,5.467,1.4
Charlie Ballard,Gold Coast,21,21.44,Key Defender,16,5.681,57.25,41.625,4,0.25,1,0,92.438,7.125,2.75,9.875,67.089,62.281,79.545,72.152,0.5,2.625,154.312,15.627,2.25,4.389,2.375,4.158,3.625,5.875,9.5,38.158,5.188,1.812,0,0.062,0.25,0.312,4.25,1.25,0,2.5,0,0.438,0.562,-0.125,0,0,0,,0,,0.812,0,3.125,34,0,,0,0,0,0,0,,0.562,3.249,0.25,0,4.875,6.25,4.625,4.188
Alex Sexton,Gold Coast,27,27.07,Gen. Forward,14,7.536,61.429,49.571,2,0.143,1,1,83.571,7.357,2,9.357,58.779,55.34,71.429,78.626,1.929,0.143,200.286,21.405,1.357,6.895,2.071,4.517,3.429,5.929,9.357,36.641,0.357,2.571,1.5,0.143,0.143,0.286,3.143,0.143,1,0,0.929,0.5,0.571,-0.071,0,0,0,,0,,1.571,0.857,0.071,100,1.571,18.182,19,1.357,0.857,2.714,0.5,50,3.857,21.429,0.071,0.143,0.929,10.786,1.571,0.5
Oscar Allen,West Coast,21,21.78,Key Forward,15,8.207,77.667,54.733,7,0.467,3,5,76,5.733,3.067,8.8,70.455,65.116,80.435,65.152,1,0.467,135.733,15.424,1.267,6.947,1.2,7.333,4.867,4.467,9.333,52.143,1.333,2.133,0.733,0.4,0.6,1,2.933,1,0.8,0.4,0.333,1.2,0.533,0.667,14.667,20.221,4.333,29.545,0.6,13.846,2.733,0.8,0.4,50,1.667,16,18,1.2,0.533,1.867,0.267,64.286,4.067,23.462,1.333,0,2.533,11.267,4.133,1.867
Jye Caldwell,Greater Western Sydney,20,20.25,Mid-Forward,9,5.389,64.889,54.222,0,0,0,0,68.222,6.222,6.444,12.667,62.281,53.571,70.69,49.123,2.222,0.333,170.778,13.482,2.222,5.7,3.111,4.071,5.778,7.333,13.111,44.068,1.667,4.556,1.444,0.222,1.111,1.333,3,0.222,0.444,0.333,0.111,0.444,0.778,-0.333,0,0,0,,0,,3.667,1,0,,0.444,25,1,0.111,0.222,1,0.222,11.111,2.667,17.266,0.333,0,0.444,13.778,6.778,0.222
Callan Ward,Greater Western Sydney,30,30.72,Midfielder,7,6.943,76.286,53.143,0,0,0,0,73.286,8,6.857,14.857,67.308,53.571,83.333,53.846,2,1.429,192.286,12.942,1.143,13,2.714,5.474,5.286,9.714,15,35.238,2.571,3.857,0.429,0.429,1.714,2.143,2.286,0.143,0,0.429,0.143,1,0.571,0.429,1,1.266,0.286,28.571,0,0,1.571,0.143,0.429,33.333,0.143,0,3,0.429,0.143,0.571,0.286,75,2.714,17.593,1.286,0.143,1.143,9.714,5.429,0.571
Zac Williams,Greater Western Sydney,26,26.27,Gen. Defender,11,7.773,85.364,65.364,5,0.455,1,1,74.909,12.273,4.545,16.818,69.189,63.704,84,72.973,1.545,2.455,292.727,17.405,2.091,8.043,3.364,5,4.909,11.182,16.091,30.508,4.273,4.091,0.182,0.364,0.727,1.091,3.455,0.273,0.091,0.818,0.091,0.636,0.636,0,0,0,0,,0,,2.273,0.273,0.727,62.5,0.182,50,2,0.182,0.182,0.364,0.091,50,2.727,16.575,0.909,0.455,1.455,9,5.455,0.818
Bailey Scott,North Melbourne,20,20.47,Mid-Forward,13,6.169,61.846,47.538,0,0,0,0,81.769,6.231,4.385,10.615,70.29,65.432,77.193,58.696,1.308,0.692,156.231,14.717,2,5.308,2.462,4.312,4.769,6.154,10.923,43.662,1.231,3.846,1,0.077,1.077,1.154,3,0.308,0.615,0.154,0.615,0.462,0.692,-0.231,0,0,0,,0,,2.231,0.615,0.077,100,0.154,50,8,0.615,0.077,1.385,0.231,44.444,2.462,18.286,0.538,0.462,0.231,14.692,5.385,0.154
Mason Wood,North Melbourne,27,27.29,Gen. Forward,8,3.237,41.5,37,0,0,0,0,81.75,4.75,4,8.75,54.286,44.737,65.625,54.286,2.125,0,137.25,15.686,1.875,4.667,2.75,3.182,3.375,5.625,9,37.5,1.125,2.625,0.5,0,0.25,0.25,2.75,0.25,0.75,0.25,0.625,0.5,0.5,0,0,0,0,,0,,1.25,0.625,0,,1.125,0,3,0.375,0.25,0.875,0.125,42.857,2.125,16.19,0.375,0,0.75,10.25,2,0.625
Dyson Heppell,Essendon,28,28.63,Midfielder,3,7.367,66,41.333,0,0,0,0,78,5,8.333,13.333,80,66.667,88,37.5,1.667,0.667,146.667,11,0.667,20,1.667,8,6,7.667,13.667,43.902,1,4.333,0.333,0.333,3,3.333,1.333,0,0.333,0,0,1.333,0.667,0.667,0,0,0,,0,,1,0.333,0.333,100,0.333,0,1,0.333,0.333,0.667,0,50,3.667,21.569,1.667,0,0.667,11,4.333,0.667
George Hewett,Sydney,25,25,Midfielder,6,10.383,77.5,49.833,4,0.667,1,0,80.667,4.833,9,13.833,78.313,65.517,85.185,34.94,1.833,1.167,135.667,9.807,1,13.833,2.333,5.929,8.333,5.667,14,59.524,2.5,6.5,0.333,0.333,2.5,2.833,1.833,0.5,0.167,0.5,0.167,0.333,0.5,-0.167,0,0,0,,0,,3,0.333,0.333,100,0.5,66.667,1,0.167,0,0.167,0.333,100,2.5,16.304,0.667,0,0.667,10.833,5.167,0.167
Nick Coffield,St Kilda,21,21.18,Gen. Defender,18,7.356,79.944,62.833,11,0.611,3,0,85,10,5.167,15.167,82.784,78.333,91.398,65.934,0.889,2.944,218.556,14.41,1.611,9.414,2.611,5.809,4.111,11.056,15.167,27.106,5.667,2.944,0,0.056,0.389,0.444,6.556,0.444,0,2.389,0.056,0.389,0.444,-0.056,0,0,0,,0,,0.944,0,1.667,30,0,,0,0,0,0,0,,2.5,14.019,1.167,0.056,1.889,6.5,4.889,1.5
Nick Hind,St Kilda,26,26.36,Gen. Forward,10,7.68,61.6,42.9,6,0.6,1,2,73.1,5.6,4.2,9.8,68.367,55.357,85.714,57.143,2,0.5,174.2,17.776,1.5,6.533,2.2,4.455,5,4.9,9.9,50.505,0.7,3.5,2,0.2,0.9,1.1,1.7,0.1,0.4,0.1,0.1,0.6,1.1,-0.5,0,0,0,,0,,2.8,1,0,,0.6,0,6,0.6,0.5,1.6,0.4,37.5,3,18.072,0.3,0.8,1.6,11.5,2.7,0.7
Patrick Lipinski,Western Bulldogs,22,22.45,Midfielder,13,7.323,77.231,57.769,1,0.077,1,0,80.692,6.923,9.308,16.231,72.986,63.333,80.165,42.654,1.846,1.077,201.154,12.393,2,8.115,2.308,7.033,5.385,10.923,16.308,33.019,2.154,4.077,0.923,0.231,0.923,1.154,2.462,0.077,0.231,0.077,0.231,0.462,0.538,-0.077,0,0,0,,0,,2.385,0.615,0.308,25,0.231,0,5,0.385,0.308,0.846,0.385,45.455,4.538,24.082,0.692,0.077,1.308,13.308,5.692,0.308
Laitham Vandermeer,Western Bulldogs,21,21.9,Mid-Forward,12,3.775,51.917,44.667,0,0,0,0,69.833,6,3.75,9.75,66.667,56.944,82.222,61.538,2.667,0.333,226,23.179,2,4.875,2.5,3.9,2.417,7.833,10.25,23.577,0.417,1.833,0.833,0.083,0.417,0.5,2.583,0.25,1.167,0.167,0.333,0.583,0.917,-0.333,0,0,0,,0,,2.083,0.167,0.333,25,1.25,26.667,9,0.75,0.75,1.75,0.167,42.857,3.5,20.096,0.25,0,0.583,10,3.25,0.333
Ed Richards,Western Bulldogs,21,21.49,Mid-Forward,17,6.741,57.706,40.706,0,0,0,0,78.706,5.471,5.294,10.765,66.12,50.538,82.222,50.82,2.471,0.529,180.294,16.749,1.765,6.1,2.529,4.256,4.765,6.059,10.824,44.022,2.118,3.765,0.765,0.059,0.529,0.588,1.412,0.059,0.176,0.118,0.235,0.706,0.588,0.118,0,0,0,,0,,2,0.353,0.412,14.286,1,29.412,6,0.353,0.412,0.882,0.412,40,3.176,16.981,0.765,1,1.471,11.588,4.647,0.941
Billy Gowers,Western Bulldogs,24,24.55,Gen. Forward,3,-0.233,20,22,0,0,0,0,74,4,3,7,57.143,41.667,77.778,57.143,1.333,0,93,13.286,3,2.333,1,7,2.333,4.333,6.667,35,0.667,2,0.333,0,0.667,0.667,1,0,0,0,0,0.333,1.333,-1,0,0,0,,0,,1,0,0,,1.333,0,0,0,0.667,0.667,0,0,2.333,15.909,0.333,0,1.333,10,2.667,1
Jack Scrimshaw,Hawthorn,22,22.32,Gen. Defender,13,6.385,74.385,58.538,0,0,0,0,76,9.385,6.308,15.692,69.118,67.213,71.951,59.804,1.462,3.077,267.308,17.034,2.308,6.8,3.769,4.163,4.308,10,14.308,30.108,5.385,3,0.154,0.154,0.231,0.385,3.923,0.538,0,2.077,0,0.538,0.538,0,0,0,0,,0,,1.769,0,1.385,22.222,0,,0,0,0,0.077,0.077,0,2.692,16.509,0.846,0.077,2.308,8.615,5.692,1.308
Jack Ross,Richmond,20,20.32,Midfielder,7,5.6,62,51.286,0,0,0,0,71.571,6.857,6.429,13.286,67.742,64.583,71.111,51.613,2.143,0.857,206.143,15.516,2,6.643,3.286,4.043,5.143,8.857,14,36.735,2.143,3.571,0.286,0.857,0.714,1.571,2,0,0,0.143,0,0.714,0.286,0.429,0,0,0,,0,,3,0,0,,0,,0,0,0,0,0.571,,3,15.672,0.429,0,1.286,13.571,5.714,0.286
Lachie Ash,Greater Western Sydney,19,19.52,Gen. Defender,12,5.175,59.667,44,0,0,0,0,80.917,6.583,4.75,11.333,72.794,68.354,78.947,58.088,1.417,1.333,153.083,13.507,1.75,6.476,2.333,4.857,4.417,7.667,12.083,36.552,3.667,3.75,0.167,0.083,0.5,0.583,2.583,0.083,0,0.417,0,0.417,0.417,0,0,0,0,,0,,1.833,0,0.75,33.333,0.083,0,1,0.083,0,0.083,0.083,100,1.25,7.732,0.417,0.333,2,9.75,7.833,1.333
Jackson Hately,Greater Western Sydney,20,20.19,Midfielder,6,3.5,64.167,57.833,0,0,0,0,76.5,7.833,5.833,13.667,79.268,80.851,77.143,57.317,1.833,1.5,226.167,16.549,2,6.833,3.167,4.316,3,10.667,13.667,21.951,1.333,2.5,0.167,0,0.333,0.333,4.667,0.167,0,0.167,0.167,0.333,0.333,0,0,0,0,,0,,2.333,0.167,0.333,0,0.667,25,0,0,0,0,0.333,,2.667,17.204,0.5,0,0.667,13.5,8.167,0.5
Tom Liberatore,Western Bulldogs,28,28.62,Midfielder,16,12.094,105,70,27,1.688,7,2,79.812,9.375,11.375,20.75,69.277,52.667,82.967,45.181,2.562,1.25,241.25,11.627,2.5,8.3,3.438,6.036,11.375,10.062,21.438,53.061,2.5,9.438,1.75,1.625,3,4.625,1.938,0.125,0.25,0.125,0.188,0.75,1.25,-0.5,0,0,0,,0,,3.562,0.5,0.125,100,0.25,50,5,0.312,0.188,0.75,0.312,41.667,5.125,26.974,1.688,0,1.25,18.312,7.375,0.188
Aiden Bonar,North Melbourne,21,21.81,Gen. Defender,6,4.15,45.667,32.833,0,0,0,0,70.167,4,4.667,8.667,78.846,75,82.143,46.154,0.833,0.5,59.333,6.846,1.333,6.5,1.5,5.778,3.333,5.333,8.667,38.462,1.667,2.5,0.333,0.167,0.333,0.5,1.667,0,0,0,0,0.667,0.5,0.167,0,0,0,,0,,1.833,0.167,1,33.333,0,,0,0,0,0,0.167,,1.333,8.989,0,0,1.833,8.167,5.167,1.5
Hayden McLean,Sydney,21,21.94,Key Forward,6,5.55,59,38.333,0,0,0,0,78.667,4,2.333,6.333,63.158,62.5,64.286,63.158,0.833,0.333,103.5,16.342,1.5,4.222,2,3.167,3.333,3.667,7,47.619,0.667,2,0.833,0,0.5,0.5,2.167,0.667,1.167,0.333,0.333,0.167,0.833,-0.667,12,17.955,2.333,19.444,0.333,14.286,2.5,0.167,0.333,0,2.667,18.75,5,0.833,0.167,1.167,0.5,71.429,2.5,17.045,0.333,0,2,10.333,4.5,1.167
Robbie Fox,Sydney,27,27.7,Key Defender,14,6.371,71.786,42.5,3,0.214,1,0,88.571,6.143,4.143,10.286,80.556,77.907,84.483,59.722,0.786,3,157.786,15.34,1.143,9,1.643,6.261,3.286,7.286,10.571,31.081,3.357,2.357,0,0,0.357,0.357,2.143,0.071,0,0.286,0,0.714,0.643,0.071,0.286,0.399,0,0,0,,2.643,0.071,2.143,30,0,,0,0,0,0,0.071,,1.214,8.5,0.286,0.071,5.143,7.857,5.929,4.214
Jaidyn Stephenson,Collingwood,21,21.95,Gen. Forward,14,5.593,61.857,47.214,0,0,0,0,84.786,6.071,3.357,9.429,65.152,61.176,72.34,64.394,1.643,0.357,166.929,17.705,1.357,6.947,2.571,3.667,2.714,7.214,9.929,27.338,1.071,2.214,1.143,0,0,0,3.357,0.143,1.357,0.214,1.071,0.286,0.643,-0.357,0,0,0,,0,,1.786,0.786,0.071,0,0.857,25,14,1,0.714,2.214,0.429,45.161,3.357,21.963,0.286,0.214,0.714,11.143,2.643,0.429
Josh Rotham,West Coast,22,22.84,Key Defender,10,3.28,61.7,50.1,1,0.1,1,0,81.4,9,1.7,10.7,82.243,82.222,82.353,84.112,1,2.9,193.2,18.056,1.2,8.917,1.7,6.294,1.5,9.2,10.7,14.019,2.7,0.5,0,0,0.1,0.1,5.2,0.2,0,1.2,0.1,0.5,0.4,0.1,0,0,0,,0,,1.2,0,1.6,18.75,0,,0,0,0,0,0,,1.2,7.229,0.3,0,4.3,7,5.1,3.6
