Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Jack Bowes,Geelong,26,26.92,Midfielder,22,10.864,82.727,77.545,22,1,4,4,68,11.545,6.818,18.364,63.614,54.724,78.667,62.871,3.773,1.818,364.682,19.859,3.364,5.459,3.773,4.867,7.682,10.773,18.455,41.626,2.364,5.636,0.545,1.636,4,3,2.682,0.864,1.045,6.591,11.909,39.458,1.636,13.74,1.955,3.591,3.136,0.091,0.455,0.364,0,0.727,1.136,-0.409,0,0,0,,0,,0,4.727,0.682,0.091,50,0.045,0,12,0.545,0.364,1.091,0.5,50,4.091,16.514,0.864,24,3.003,0.33,8,3.398,-0.148,16,2.806,0.569,0.318,3.167,71.429,0.318,1.318,18.318,9.909,0.545
Harry Morrison,Hawthorn,26,26.13,Midfielder,12,8.525,61.667,61.167,3,0.25,1,0,67.75,10.167,5.083,15.25,73.77,65.574,90.164,66.667,1.75,1.833,242.667,15.913,2.25,6.778,2.5,6.1,4.583,10.167,14.75,31.073,3.917,3.583,0.583,0.5,3.083,3.25,2.333,0.083,0.75,5.25,0,0,0.25,,0.917,1.167,4.25,0.167,0.167,0.917,0.083,0.5,0.5,0,0,0,0,,0,,0,1.917,0.167,0.333,0,0.25,0,2,0.167,0.083,0.417,0.25,40,3.333,13.029,0.917,5,2.886,-0.286,2,1.6,-1.1,3,3.744,0.256,0.083,1,100,0,1.667,10.5,6.333,0.833
Lloyd Meek,Hawthorn,26,26.69,Ruck,21,12.51,104.476,90.619,11,0.524,3,0,82.524,5.714,8.81,14.524,67.541,57.5,74.054,39.344,2.095,0.714,163.857,11.282,3.429,4.236,2.143,6.778,8.381,6.476,14.857,56.41,2.19,4.286,0.429,1.19,3.095,2.667,1.619,0.048,0.524,3.952,23.524,85.172,1.095,4.656,2.333,3.429,2.381,0.619,0.333,0.619,0.19,1.571,1.762,-0.19,79.857,81.566,36.143,45.259,10.571,29.249,1.619,3.429,0.333,0.238,0,1.095,21.739,8,0.381,0.286,0.714,0.619,53.333,4.952,20.273,3.571,15,3.144,0.456,12,3.35,0.067,3,2.319,2.014,0,0,,0,2.619,15.048,7.429,1.667
Henry Hustwaite,Hawthorn,20,20.44,Midfielder,4,3.425,25,22.75,0,0,0,0,34.25,2.5,4,6.5,65.385,80,56.25,38.462,0.75,0.75,56.75,8.731,1.75,3.714,1.25,5.2,4.5,2.5,7,64.286,1,3.75,1,1,2.75,1.75,1.75,0.25,0.75,2,8.25,29.204,0.5,6.061,0.75,1.25,0.25,0,0,0,0,0.75,0.75,0,0,0,0,,0,,0,2,0.25,0,,0.25,0,0,0,0,0,0,,1,4.938,0,0,,,0,,,0,,,0,0,,0,0,7.5,3.75,0
Brayden Cook,Adelaide,22,22.45,Gen. Forward,15,6.36,49.267,41.467,0,0,0,0,70.8,5.533,3.733,9.267,77.698,75.904,80.357,59.712,1.467,0.933,172.733,18.64,0.933,9.929,1.733,5.346,3.133,6.2,9.333,33.571,1.4,2.467,0.467,0.2,2.267,2.133,1.6,0.133,0.6,3.533,0,0,0.067,,0.6,0.667,2.2,0.267,0.533,0.267,0.267,0.2,0.133,0.067,0,0,0,,0,,0,1.467,0.267,0,,0.8,50,12,0.8,0.333,1.133,0.4,70.588,2.4,10.256,0.333,17,3.86,0.669,9,4.835,0.61,8,2.764,0.736,0,0,,0.267,1.133,9.333,3.333,0.8
Luke Nankervis,Adelaide,21,21.6,Gen. Defender,20,7.775,71,64.5,3,0.15,1,0,76.95,9.55,7.45,17,79.412,76.963,82.55,56.176,1.7,1.8,221.2,13.012,2.15,7.907,2.35,7.234,5.05,11.5,16.55,30.514,4.35,3.95,0.15,1.105,2.842,3.947,3.158,0.053,0.947,6.263,0,0,0.05,,0.5,0.55,5,0.35,0.1,1.05,0.15,0.65,0.75,-0.1,0,0,0,,0,,0,1.8,0,0.9,11.111,0,,1,0.05,0.05,0.15,0.25,33.333,3,13.015,1,3,2.113,0.221,2,2.059,1.441,1,2.22,-2.22,0.75,6.25,93.333,0.2,2.45,11.1,8.7,1.9
James Tunstill,Brisbane,21,21.45,Mid-Forward,4,4.85,23.75,17.75,0,0,0,0,28.5,1.25,3.75,5,95,80,100,25,0.5,0.25,37.25,7.45,0,,0.25,20,2.75,2.75,5.5,50,0.75,2.5,0.25,1,1.5,1.5,1.25,0,0,1.75,1.75,7.527,0,0,1,1,0.5,0,0,0.25,0,0,0,0,0,0,0,,0,,0,1.25,0.5,0,,0,,0,0,0,0,0,,1,4.444,0.25,0,,,0,,,0,,,0,0,,0,0.25,7.75,3.25,0
Charlie Comben,North Melbourne,23,23.44,Key Defender,19,9.395,76.158,60.632,4,0.211,2,0,88.842,8.789,4.579,13.368,83.071,82.635,83.908,65.748,0.579,3.158,182.526,13.654,1.895,7.056,2.053,6.513,5.263,8.053,13.316,39.526,7,2.526,0.211,0.611,2.056,5.333,2.556,0.056,0.556,2.444,0.105,0.357,0,0,0.158,0.158,6.421,1.526,0.158,3.158,0.053,1.105,0.737,0.368,0.421,0.431,0.053,12.5,0,0,0,1.474,0.158,1.632,41.935,0.526,20,3,0.158,0.053,0.211,0.053,75,1.474,8.511,0.737,4,3.864,0.886,4,3.864,0.886,0,,,0.105,0.81,50,0.211,4.526,6.368,5.211,3.947
Hugh Greenwood,North Melbourne,32,32.82,Key Forward,3,8.233,58,55.333,0,0,0,0,78.667,3,6.333,9.333,67.857,22.222,89.474,32.143,0,0,40.333,4.321,0.667,14,2,4.667,6.667,3.333,10,66.667,1.333,4.667,1.667,2,2.667,3.667,2.667,0,1,1.667,3.333,11.494,1,30,1,2,1,0.333,0.333,0,0,0.333,0.333,0,13,13.636,3.667,28.205,1,27.273,0.667,6.333,2,0,,2.667,12.5,1,0.333,0.333,1.333,0.333,25,3.333,23.256,1.667,4,2.767,-1.017,0,,,4,2.767,-1.017,0,0,,0,2.333,13,5,1.333
Mitch Georgiades,Port Adelaide,23,23.25,Key Forward,20,7.205,69.55,63,8,0.4,2,1,81.2,7.1,3.75,10.85,65.899,59.859,77.333,65.438,2.1,0.05,193.05,17.793,2.4,4.521,2.65,4.094,4.05,7.15,11.2,36.161,0.85,2.1,0.8,0.45,1.65,3.65,1.9,0.1,0.6,2.2,0,0,0,,0.15,0.15,5.35,1.05,2.9,0.1,1.6,0.6,1.2,-0.6,0.15,0.161,0,0,0,,0,1.65,0.95,0,,2.1,26.19,44,2.2,1.35,3.8,0.4,57.895,5.45,22.336,0.4,76,3.657,0.172,64,3.648,0.289,12,3.707,-0.457,0,0,,0.25,1.35,7.8,1.3,1.05
Taylor Adams,Sydney,31,31.27,Mid-Forward,19,8.489,68.684,67.526,0,0,0,0,67.368,8.368,8.789,17.158,65.951,50.943,80.24,48.773,2.474,0.684,200.158,11.666,3.053,5.621,3.368,5.094,7.684,10.053,17.737,43.323,2.368,5.421,1,1.632,3.789,3.684,3.211,1.263,0.947,5.947,8.105,28.519,1.053,12.987,1.526,2.579,3,0.053,0.316,0.105,0.105,0.895,0.842,0.053,0,0,0,,0,,0,3.579,0.737,0,,0.105,0,9,0.474,0.316,1,0.421,47.368,4.421,17.108,1.053,19,3.302,-0.144,8,3.307,-0.807,11,3.299,0.337,0,0,,0,0.947,15.789,5.842,0.263
Josh Rotham,West Coast,26,26.84,Gen. Defender,13,3.062,42.231,39.231,0,0,0,0,78.923,6.769,1.462,8.231,78.505,78.409,78.947,82.243,0.769,2,162,19.682,1.615,5.095,2.077,3.963,2,6.231,8.231,24.299,2.846,1.154,0,0.154,1,2,1.154,0,0.462,1.615,0,0,0,,0,0,4.615,0.308,0,1.077,0,0.385,0.538,-0.154,0,0,0,,0,,0,0.846,0,0.692,44.444,0,,0,0,0,0,0,,0.615,3.239,0.308,0,,,0,,,0,,,0.308,3.03,75,0,3,5.538,4.385,2.538
Sam Clohesy,Gold Coast,22,22.05,Midfielder,20,9.165,69.7,65.75,4,0.2,1,0,82.55,10.2,5.95,16.15,76.78,69.118,89.916,63.158,2.95,2.15,343.3,21.257,1.85,8.73,3.55,4.549,4.8,11.1,15.9,30.189,3.7,3.95,0.35,0.55,3.4,3.25,2.7,0.15,1,6.25,0,0,0.2,,0.95,1.15,4.15,0.15,0.05,0.75,0.05,0.6,0.35,0.25,0,0,0,,0,,0,2.35,0.35,0.15,33.333,0,,6,0.3,0.05,0.45,0.35,66.667,3.1,13.656,0.9,9,2.37,1.741,3,2.303,1.697,6,2.404,1.763,0.2,2.01,100,0.55,1.2,13,6.05,0.8
Mac Andrew,Gold Coast,21,21.07,Key Defender,20,8.65,73.65,64.25,30,1.5,6,0,85.65,9.95,4.35,14.3,78.322,75.879,83.908,69.58,1.8,2.8,291.2,20.364,3.35,4.269,3.25,4.4,4.6,9.35,13.95,32.975,6,2.75,0.35,0.55,2.2,4.05,2.5,0,0.75,3.7,1.7,5.954,0.2,11.765,0.4,0.6,5.9,0.75,0.45,2.4,0.2,1.15,1.5,-0.35,5.05,5.395,1.85,36.634,0.4,21.622,0.2,1.65,0.05,1.5,30,0.3,0,9,0.45,0.2,0.75,0.05,60,2.65,11.674,1.1,15,3.541,0.326,9,3.736,0.597,6,3.249,-0.082,0.05,0.503,100,0.1,4,8.35,5,3.85
Will Graham,Gold Coast,19,19.43,Midfielder,17,8.918,63.412,58.588,1,0.059,1,0,68.059,5.353,7.471,12.824,76.606,74.725,77.953,41.743,2.588,0.294,195,15.206,1.706,7.517,1.941,6.606,5.294,7.706,13,40.724,2.059,3.706,0.412,0.824,2.882,3.176,2.471,0.118,1.412,5.588,11.176,40.512,0.706,6.316,0.941,1.647,1.824,0.118,0.176,0.176,0.235,1.294,0.412,0.882,0,0,0,,0,,0,4.765,0.706,0.059,0,0.118,0,8,0.471,0.176,0.824,0.235,57.143,3.353,15.531,0.824,14,3.098,0.545,7,3.324,1.818,7,2.871,-0.729,0,0,,0.471,0.647,19.941,8.706,0.176
Ethan Read,Gold Coast,19,19.48,Key Forward,4,4.475,39.25,20.5,0,0,0,0,55.25,2.25,2.25,4.5,83.333,88.889,77.778,50,0.25,0.25,28.5,6.333,1.75,2.571,0.5,9,2.25,2.25,4.5,50,0.75,1.25,0.75,0.5,0.75,1.75,1,0,0,0.5,3,10.909,0,0,0,0,1,0.25,0,0,0.25,0.5,1.25,-0.75,10.75,12.147,3.75,34.884,1.25,33.333,0.25,0.25,0,0,,1.25,20,3,0.75,0.25,1,0.5,75,2.75,12.941,1,4,3.499,1.251,1,3.113,2.887,3,3.627,0.706,0,0,,0,2,7.25,1,1.75
Kane McAuliffe,Richmond,19,19.83,Midfielder,9,5.344,45.333,39.778,0,0,0,0,52,4,7.444,11.444,74.757,66.667,79.104,34.951,2.111,0.222,143.889,12.573,2.333,4.905,2.111,5.421,5.333,6.667,12,44.444,1.778,3.889,0.444,0.889,3,2.444,2.222,0.889,0.667,5.111,11.111,39.683,0.556,5,1.444,2,0.889,0,0,0.111,0,0.556,0.556,0,0,0,0,,0,,0,2.778,0.667,0,,0,,0,0,0.222,0.222,0.333,0,1.889,10.059,0.889,2,2.723,-1.723,1,3.555,-2.555,1,1.892,-0.892,0,0,,0,0.556,12.556,5.667,0.111
Jack Graham,Richmond,26,26.84,Mid-Forward,14,8.943,69.786,64.5,0,0,0,0,71.143,7.286,10.071,17.357,74.074,57.843,85.816,41.975,2.429,1.286,209.786,12.086,2.214,7.839,2.429,7.147,6.5,11.143,17.643,36.842,1.929,5.071,0.429,0.929,4.143,3.071,2.786,1,1.214,7.929,10.286,37.403,0.571,5.556,2,2.571,2.143,0,0.143,0,0.214,0.429,0.929,-0.5,0,0,0,,0,,0,4.357,0.714,0,,0.071,0,2,0.143,0.143,0.357,0.429,40,3.714,19.923,0.714,5,3.78,-0.98,3,3.362,0.638,2,4.407,-3.407,0,0,,0.214,0.714,21.071,9.357,0.143
Seamus Mitchell,Hawthorn,22,22.49,Gen. Defender,10,2.8,37.5,34.8,0,0,0,0,75.8,4.8,3.8,8.6,76.744,70.833,84.211,55.814,0.7,1.1,117.2,13.628,2.4,3.583,1.9,4.526,2.8,5.9,8.7,32.184,2.8,1.8,0,0.2,1.6,2.5,1.6,0.1,0.5,3.3,0,0,0,,0.2,0.2,2.6,0.5,0,1.1,0.1,0.2,0.8,-0.6,0,0,0,,0,,0,1.8,0,0.8,37.5,0,,0,0,0,0,0.1,,0.8,3.883,0.3,0,,,0,,,0,,,0.2,1.818,100,0.2,1.5,7.8,5.6,0.9
Max Ramsden,Hawthorn,21,21.7,Key Forward,3,1.533,34,34.333,0,0,0,0,65.333,2.333,3.333,5.667,94.118,100,90,41.176,0.667,0.333,54.333,9.588,1.667,3.4,1.333,4.25,2.667,2.667,5.333,50,1,1.333,1,0.667,0.667,2,1.333,0,0.667,0.667,3.333,12.821,0,0,0.667,0.667,2.333,0.333,0.333,0.667,0,1,0.333,0.667,16.667,18.657,3.667,22,0.667,18.182,0,2,0.333,0,,2,33.333,1,0.333,0,0.333,0,100,1.333,8,0.333,1,4.718,1.282,1,4.718,1.282,0,,,0,0,,0,0.667,6.333,1.667,0.667
Koltyn Tholstrup,Melbourne,19,19.5,Gen. Forward,10,6.71,58,54.5,0,0,0,0,72.5,6.9,4.8,11.7,57.265,47.826,70.833,58.974,2.3,0.9,204.2,17.453,1.9,6.158,2.9,4.034,5.4,6.8,12.2,44.262,1.5,3.4,1,0.6,2.8,3.6,2.7,0.7,0.9,3.5,1.5,5.725,0.1,6.667,1.3,1.4,2.4,0.3,0.9,0.1,0,0.6,0.5,0.1,0,0,0,,0,,0,3.6,1.3,0,,1.2,33.333,5,0.5,0.5,1.1,0.5,45.455,3.2,16.244,0.3,11,3.336,-0.154,7,3.494,0.363,4,3.06,-1.06,0,0,,0.2,1.4,17.6,5.5,0.5
James O'Donnell,Western Bulldogs,22,22.33,Key Defender,14,5.471,52.143,46.643,0,0,0,0,86.571,8.214,3,11.214,76.433,74.783,80.952,73.248,1.214,2.929,202.786,18.083,2.143,5.233,2.5,4.486,3.5,7.714,11.214,31.21,4.143,2.5,0.071,0.308,2.077,3.308,2.385,0,0.846,3.769,0,0,0,,0.071,0.071,4.429,0.643,0.143,1.214,0.071,0.357,0.857,-0.5,0,0,0,,0,,0,1,0,1.286,33.333,0.429,33.333,2,0.143,0.071,0.214,0.143,66.667,2.5,9.722,0.929,3,3.343,0.99,1,5.013,0.987,2,2.509,0.991,0,0,,0.071,3.857,6.5,4.857,3.643
Hugo Garcia,St Kilda,19,19.61,Mid-Forward,9,4.478,40.556,38.778,0,0,0,0,40.778,2.778,5,7.778,74.286,68,77.778,35.714,0.556,0.333,74.556,9.586,1.222,6.364,1.333,5.833,4.556,3.222,7.778,58.571,1.333,3.778,1.333,0.889,2.889,2.556,2.222,0.444,0.556,1.778,4.778,17.48,0.222,4.651,0.889,1.111,1,0,0.333,0,0.111,0.222,0.444,-0.222,0.111,0.124,0,0,0,,0,4.444,1.556,0.111,100,0.111,0,1,0.111,0.111,0.333,0.222,33.333,2.333,10.5,0.778,3,4.29,-1.957,2,4.845,-1.345,1,3.181,-3.181,0,0,,0,0.222,12.556,3.889,0.111
Sam Walsh,Carlton,24,24.49,Midfielder,20,13.58,107.3,105.3,69,3.45,10,16,80.45,13.4,15,28.4,66.021,50,80.333,47.183,4.9,1.4,394.1,13.877,4,7.1,5.1,5.569,11.05,17.05,28.1,39.324,2.55,8.8,0.85,2.263,6.684,4.105,3.684,1.158,1.421,13.211,20.75,69.631,1.7,8.193,3.3,5,3,0,0.05,0.2,0.35,0.9,1.25,-0.35,0,0,0,,0,,0,6.75,0.5,0,,0.05,100,5,0.25,0.45,0.8,0.5,31.25,6.65,27.423,1.4,14,2.872,-0.229,1,2.687,-1.687,13,2.886,-0.116,0,0,,0.3,0.7,24.3,12.45,0.1
Marc Pittonet,Carlton,28,28.57,Ruck,14,14.264,88.786,68.357,9,0.643,3,0,71.429,6.857,6.857,13.714,63.542,43.75,83.333,50,1.286,0.857,145.429,10.604,3.857,3.556,2.714,5.053,10.286,3.357,13.643,75.393,1.786,4,0.357,1,3,3,1.846,0.077,0.538,2,21.214,73.697,2.5,11.785,3.143,5.643,1.5,0.571,0.071,0.357,0,1.571,1.929,-0.357,68.071,68.858,25.429,37.356,8.571,33.708,3.308,1.5,0.5,0.643,22.222,0.643,33.333,5,0.357,0.214,0.571,0.214,62.5,4.857,20.859,3.786,7,3.356,1.216,3,3.853,2.147,4,2.983,0.517,0,0,,0,3.071,6.929,2.357,2.214
Sam Powell-Pepper,Port Adelaide,26,26.97,Gen. Forward,3,3.933,52.667,56.667,0,0,0,0,69,6.333,3,9.333,57.143,42.105,88.889,67.857,1.667,0.333,211.333,22.643,2.333,4,3,3.111,4,5.667,9.667,41.379,1.333,2,0.667,0.667,1.333,2.667,1.667,0.667,0.667,3,0,0,0,,1,1,3,0.333,1,0.333,0.333,0.667,1.333,-0.667,0,0,0,,0,,0,4.667,2,0,,0.333,100,3,1,1.333,2.667,0.667,37.5,4.667,20.29,1,8,2.81,-0.06,3,2.721,1.612,5,2.863,-1.063,0,0,,0,1.333,11.667,3.667,0.667
Shannon Neale,Geelong,22,22.43,Key Forward,15,6.673,55.2,55.533,0,0,0,0,79.6,5.867,3.2,9.067,63.235,59.091,70.833,64.706,1.267,0.133,152.667,16.838,2.867,3.163,2.467,3.676,4.6,4.867,9.467,48.592,0.467,2.333,1.4,0.6,1.733,3.733,1.867,0,0.733,1.267,1.933,6.21,0.133,6.897,0.333,0.467,4.067,1,2.067,0.133,0.8,0.733,1.067,-0.333,12.6,12.418,3.6,28.571,0.8,22.222,0.2,2.067,1.333,0,,2.067,22.581,23,1.533,0.733,2.467,0.4,62.162,4.8,18.045,0.6,37,3.711,0.316,29,3.617,0.21,8,4.052,0.698,0,0,,0,1.533,9.333,1.467,0.933
Connor O'Sullivan,Geelong,19,19.61,Key Defender,1,5.9,46,40,0,0,0,0,87,3,8,11,72.727,66.667,75,27.273,1,1,87,7.909,3,3.667,3,3.667,6,5,11,54.545,4,4,1,1,3,6,4,0,2,3,0,0,0,,0,0,3,1,0,1,0,1,0,1,0,0,0,,0,,0,1,0,4,0,0,,0,0,1,1,0,0,2,5.882,1,1,1.322,-0.322,0,,,1,1.322,-0.322,0,0,,0,5,7,7,5
Bigoa Nyuon,North Melbourne,23,23.62,Key Defender,3,5.533,60.333,65,0,0,0,0,87.333,9.667,4.667,14.333,74.419,79.31,64.286,67.442,0,2.333,141,9.837,2.667,5.375,1.667,8.6,3.333,9.667,13,25.641,4.667,1.667,0,0,1.667,2.667,1,0,0.667,3.333,0.667,2.041,0,0,0,0,6,0.667,0,2,0,0.667,0.667,0,1.667,1.689,0.667,40,0,0,0,2.333,0,0.667,100,0,,0,0,0,0,0,,1.333,7.547,1,0,,,0,,,0,,,1,7.317,66.667,0,5.333,8,7,4.667
Blake Drury,North Melbourne,20,20.96,Gen. Forward,6,5.2,38.833,46.5,0,0,0,0,70.5,6.167,4,10.167,67.213,62.162,75,60.656,2.333,0.833,154.333,15.18,1.333,7.625,2.167,4.692,2.667,7.167,9.833,27.119,1.167,2.5,1,0.667,1.833,2,1.833,0,1,2.667,0,0,0,,0.333,0.333,4,0.167,0.5,0.333,1,0.333,0,0.333,0,0,0,,0,,0,1.167,0.167,0,,0.167,0,3,0.5,0,0.5,0.167,100,2.667,16.667,0.333,3,4.5,1.5,2,4.984,1.016,1,3.531,2.47,0,0,,0,0.5,11.167,5.167,0.333
Tyler Sellers,North Melbourne,22,22.39,Key Forward,2,-0.9,4.5,2.5,0,0,0,0,63.5,0.5,1,1.5,66.667,0,100,33.333,0,0,0,0,1.5,1,2,0.75,0.5,1,1.5,33.333,0,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,,0,0,0.5,0,0.5,0,0,0,1.5,-1.5,0,0,0,,0,,0,0.5,0,0,,2.5,20,0,0,0,0,0,,0.5,3.125,0,0,,,0,,,0,,,0,0,,0,0.5,5.5,1.5,0.5
Hugo Ralphsmith,Richmond,23,23.14,Midfielder,18,5.983,52.778,53.667,0,0,0,0,89.333,7.833,5.778,13.611,73.061,67.376,80.769,57.551,2.889,1.333,288.444,21.192,3,4.537,3.5,3.889,3.722,9.889,13.611,27.347,2.556,3,0.333,0.167,2.833,2.778,2.5,0.333,1.056,5.222,0,0,0.167,,0.611,0.778,3.889,0.111,0.444,0.5,0.167,0.389,0.722,-0.333,0,0,0,,0,,0,1.611,0.222,0.111,100,0.111,0,6,0.333,0.278,0.778,0.222,42.857,3.222,16.812,0.889,14,2.997,-0.069,7,3.781,-0.066,7,2.214,-0.071,0,0,,0.111,1.444,15.444,7.556,1.111
Riley Garcia,Western Bulldogs,23,23.91,Gen. Forward,12,8.333,62.667,57.667,0,0,0,0,69.667,7.417,8.167,15.583,66.845,49.438,82.653,47.594,2.417,0.5,181.75,11.663,2.333,6.679,3.167,4.921,6.583,9.25,15.833,41.579,1.833,5.083,0.833,1.75,3.333,4.083,3.5,0.417,1.667,6.75,4.25,15.361,0.417,9.804,1.75,2.167,1.417,0,0.083,0.167,0.167,0.833,1.25,-0.417,0,0,0,,0,,0,3.667,0.667,0.167,0,0.25,0,5,0.417,0.583,1.333,0.333,31.25,4.417,15.964,1.167,16,3.112,-0.8,3,3.854,0.48,13,2.941,-1.095,0,0,,0.25,0.833,16.5,4.417,0.083
Jordon Sweet,Port Adelaide,26,26.9,Ruck,17,9.741,89.059,82.765,16,0.941,3,0,79.882,4.176,5.706,9.882,66.667,52.113,77.32,42.262,1.412,1.294,130.235,13.179,2.647,3.733,2.059,4.8,5.941,4.235,10.176,58.382,1.529,2.412,0.176,0.562,1.812,2.375,1.25,0,0.438,2.125,20.941,79.464,0.882,4.213,1.824,2.706,2.059,0.412,0.353,0.412,0,1.118,1.765,-0.647,71.824,78.47,35.176,48.976,9.471,26.923,1.812,5,0.588,1.176,20,0.588,30,4,0.235,0.235,0.471,0.294,50,3.941,16.223,2.706,8,3.366,0.134,5,3.314,-0.314,3,3.451,0.882,0,0,,0,3.412,15.471,6.882,2.235
Lachlan Cowan,Carlton,20,20.08,Gen. Defender,17,6.947,60.706,55.647,0,0,0,0,79.647,8.176,4.235,12.412,77.251,72.662,86.111,65.877,1.118,2.118,205.765,16.578,1.647,7.536,2.118,5.861,3.882,8.824,12.706,30.556,3.824,2.882,0.118,0.5,2.375,3.062,2.188,0.062,0.562,4.25,0,0,0.059,,0.412,0.471,3.882,0.353,0.059,0.941,0,0.588,0.588,0,0,0,0,,0,,0,2.941,0,0.941,31.25,0,,1,0.059,0.059,0.176,0.059,33.333,2.235,9.246,0.765,3,2.109,0.224,0,,,3,2.109,0.224,0.118,1.087,50,0,2.647,12.941,9,2.118
Leek Aleer,Greater Western Sydney,23,23.36,Key Defender,8,7.625,59.375,42.75,2,0.25,1,0,86.625,5.375,4.875,10.25,81.707,76.744,87.179,52.439,0.375,2.375,149.75,14.61,1.875,5.467,1.5,6.833,4.625,5.125,9.75,47.436,5.375,2.625,0,0.25,2.375,4.5,2.5,0,0.75,2.125,0,0,0,,0.125,0.125,3.25,0.875,0,1.375,0,1.125,1,0.125,0,0,0,,0,,0,2.25,0,1.625,23.077,0,,0,0,0,0,0,,1,4.324,0.625,0,,,0,,,0,,,0,0,,0.125,5.75,7.625,6.25,5.125
Sam Sturt,Fremantle,24,24.63,Gen. Forward,13,8.008,53,48.308,0,0,0,0,77.154,5.231,4.462,9.692,73.016,64.706,82.759,53.968,1.385,0.154,141.154,14.563,1.769,5.478,2.385,4.065,3.769,6.231,10,37.692,1.154,2.769,1.385,0.538,2.231,3.308,2.615,0.154,1.077,3,0,0,0.077,,0.308,0.385,3,0.231,1.154,0.154,0.462,0.615,0.769,-0.154,0,0,0,,0,,0,1.538,0.846,0,,1.154,13.333,21,1.615,0.538,2.308,0.538,70,4.846,20.656,0.615,30,3.741,0.692,17,3.933,1.126,13,3.491,0.125,0,0,,0.308,0.462,13.846,3.846,0.308
Sean Darcy,Fremantle,26,26.55,Ruck,12,13.925,98.25,77.75,7,0.583,1,0,71,5.25,7.167,12.417,69.799,60.317,76.744,42.282,2.25,0.583,158.583,12.772,2.833,4.382,2.333,5.321,8.833,4.083,12.917,68.387,1.833,3.583,0.333,0.833,2.75,2.583,1.25,0,0.583,2.75,19.417,66.762,1.25,6.438,3.583,4.833,1.583,0.75,0.333,0.5,0,1.583,1.667,-0.083,61.917,64.948,31.167,50.336,9.417,30.214,2.917,3,0.583,0.333,0,1.083,38.462,6,0.5,0.167,0.833,0.417,60,3.917,16.041,3.083,10,3.519,0.281,6,3.844,-0.677,4,3.032,1.718,0,0,,0,2.083,10,4.25,1.5
Jake Rogers,Gold Coast,19,19.83,Gen. Forward,9,6.233,39,35.556,2,0.222,1,0,66.444,3.667,5.556,9.222,67.47,54.545,76,39.759,2,0,103.556,11.229,2.111,4.368,2.111,4.368,4.111,5.111,9.222,44.578,1,3.556,1.778,0.889,2.667,2.778,2.778,0.556,0.778,3.111,0.778,2.8,0.111,14.286,0.667,0.778,1.111,0,0,0,0.111,0.111,0.667,-0.556,0,0,0,,0,,0,2.667,1,0,,0,,2,0.222,0,0.222,0.889,100,2.556,12.042,0.222,2,3.739,2.261,0,,,2,3.739,2.261,0,0,,0.222,0.222,15,4.222,0.111
Jai Serong,Hawthorn,21,21.87,Key Defender,5,5.64,45,37.6,0,0,0,0,71,3.8,4.6,8.4,85.714,73.684,95.652,45.238,0.4,1.2,99.4,11.833,0.8,10.5,1.4,6,3.8,4.2,8,47.5,3.8,3,0,1,2,3.4,2.6,0,1,2,0,0,0,,0.2,0.2,2.2,0.2,0,0.4,0,0.6,0.2,0.4,0,0,0,,0,,0,2.6,0,1,20,0,,0,0,0,0,0,,1,5.051,0.2,0,,,0,,,0,,,0,0,,0,2.6,9.4,6.4,2.2
