Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Lachie Whitfield,Greater Western Sydney,30,30.45,Gen. Defender,25,9.664,109.68,109.64,41,1.64,11,9,81.84,19.56,10.6,30.16,82.095,80.982,84.151,64.854,2.6,5.8,494.8,16.406,3.72,8.108,4.92,6.13,5.68,18.68,24.36,23.317,4.2,4.44,0.08,0.92,3.52,3.92,3.16,0.16,1.16,10.56,0,0,0.36,,0.96,1.32,7.08,0.12,0.04,0.48,0.32,0.8,1.28,-0.48,0,0,0,,0,,0,2.88,0.08,0.4,50,0,,0,0,0.04,0.12,0.2,0,4.12,18.198,1.16,3,2.4,-2.067,0,,,3,2.4,-2.067,6.36,53.356,92.453,0.56,1.08,12.8,9.04,0.52
Nick Haynes,Greater Western Sydney,32,32.62,Gen. Defender,8,5.1,69.875,71.5,0,0,0,0,73.5,12.5,4.625,17.125,73.723,70,83.784,72.993,1.625,4.25,333.125,19.453,3.125,5.48,3.625,4.724,3.375,13.625,17,19.853,4.5,2.125,0,0.75,1.375,2.625,1.75,0.25,0.75,5.875,0,0,0,,0.625,0.625,6.875,0.375,0.125,1.625,0.125,0.375,0.625,-0.25,0,0,0,,0,,0,1.375,0,0.375,0,0.125,100,0,0,0.125,0.125,0.125,0,2.75,12.5,1,1,2.687,-1.687,1,2.687,-1.687,0,,,0.25,2,100,0.125,2.625,7,5.125,2
Toby Greene,Greater Western Sydney,31,31.26,Gen. Forward,24,10.6,77.125,71.917,30,1.25,5,10,90.958,10.708,4.542,15.25,60.656,59.533,63.303,70.219,4.375,0.167,315.792,20.708,3.75,4.067,4.167,3.66,6.208,9.208,15.417,40.27,1.292,4.375,1.875,1.458,2.917,4.25,3.208,0.583,1.458,3.958,3.208,11.307,0.417,12.987,0.958,1.375,4.208,0.417,1.167,0.083,1.333,1.042,1.667,-0.625,0.042,0.042,0,0,0,,0,2.417,1,0,,1.792,11.628,44,1.833,1.375,4.083,1.125,44.898,6.583,29.368,0.875,98,2.957,0.074,45,3.09,-0.379,53,2.844,0.458,0,0,,0.083,0.583,15.25,3.458,0.375
Jesse Hogan,Greater Western Sydney,29,29.88,Key Forward,25,12.016,94.24,77.76,64,2.56,10,15,87.6,8.84,3.4,12.24,69.608,68.326,72.941,72.222,1.04,0.08,210.24,17.176,1.48,8.27,1.92,6.375,6.64,5.84,12.48,53.205,0.6,2.96,1.76,0.72,2.24,6.2,2.64,0.08,0.64,1.28,0,0,0,,0.24,0.24,6.52,2.6,4.08,0.08,1.28,1,0.36,0.64,0.04,0.041,0,0,0,,0,1.36,1.04,0,,2.48,50,77,3.08,1.04,4.64,0.52,66.379,6.64,29.329,0.4,116,3.924,0.283,96,3.978,0.24,20,3.66,0.49,0,0,,0,1.6,5.12,0.76,1.48
Josh Kelly,Greater Western Sydney,29,29.88,Midfielder,17,14.706,96.529,93.118,21,1.235,6,6,83.824,13,11.294,24.294,70.944,57.466,86.458,53.511,4.588,2.118,438.647,18.056,2.412,10.073,4.235,5.736,7.706,16.706,24.412,31.566,2.176,6.059,0.647,1.294,4.765,3.176,2.824,0.941,1.353,11.176,11,38.32,0.824,7.487,2.294,3.118,4.176,0,0.471,0.353,0.059,0.353,0.647,-0.294,0,0,0,,0,,0,3.647,0.412,0.235,25,0.059,0,16,0.941,0.353,1.412,0.353,66.667,5.706,24.311,1.059,24,2.731,1.519,8,2.867,1.883,16,2.662,1.338,0,0,,0.824,1,18.706,9.294,0.235
Harry Himmelberg,Greater Western Sydney,28,28.64,Gen. Defender,25,10.964,91.16,81.16,14,0.56,5,0,82.44,13.24,7.56,20.8,82.115,79.758,86.243,63.654,1.44,5.6,396.6,19.067,2.36,8.814,3.28,6.341,4.92,13,17.92,27.455,6.04,3.48,0.04,0.88,2.6,4.2,2.92,0.08,1,6.16,0,0,0.04,,0.48,0.52,6.28,0.6,0.04,1.8,0,0.76,0.72,0.04,0.08,0.081,0,0,0,,0,2.2,0.04,1.36,29.412,0,,0,0,0.08,0.12,0.2,0,3,13.251,1.2,3,2.351,-1.684,1,2.852,-1.852,2,2.1,-1.6,2.92,24.497,95.89,1.04,4.36,7.88,5.96,3.76
Corey Durdin,Carlton,22,22.71,Gen. Forward,14,4.179,38.357,30,0,0,0,0,58.286,3.071,2.786,5.857,69.512,55.814,84.615,52.439,0.929,0.071,72.929,12.451,0.429,13.667,0.5,11.714,2.714,3.143,5.857,46.341,0.643,2.429,1.286,0.615,1.615,2.077,1.846,0,0.923,0.923,0.214,0.726,0,0,0.286,0.286,1.5,0.071,0.429,0.071,0.571,0.214,0,0.214,0,0,0,,0,,0,1.786,1.143,0,,1,21.429,7,0.5,0.357,0.929,0.214,53.846,2.857,11.594,0.429,12,3.595,-0.179,6,4.19,0.143,6,3.001,-0.501,0,0,,0.143,0.714,8.143,1.643,0.5
Rhyan Mansell,Richmond,24,24.57,Gen. Forward,21,8.919,59.762,54.81,0,0,0,0,77.143,7.476,3,10.476,65.909,62.42,74.603,71.364,2.905,0.238,214.667,20.491,2.19,4.783,2.667,3.929,4.333,5.905,10.238,42.326,1.524,3,1.095,1.095,1.905,3.762,2.667,0.19,1.048,2.476,0.048,0.17,0.095,100,0.238,0.333,2.857,0.238,0.714,0.238,0.429,0.762,0.667,0.095,0,0,0,,0,,0,3.143,1.571,0,,0.667,35.714,21,1,0.476,1.667,0.476,60,3.81,19.465,0.619,35,3.341,0.545,14,3.59,0.125,21,3.175,0.825,0,0,,0.143,1.286,16.048,3.81,0.81
Dustin Martin,Richmond,33,33.51,Gen. Forward,13,8.031,63.462,64.308,9,0.692,2,1,79.231,9.846,7.538,17.385,69.027,56.25,85.714,56.637,3,0.154,238.462,13.717,2.538,6.848,3.308,5.256,4.538,12.462,17,26.697,0.923,3.462,1,0.846,2.615,3.154,2.846,0.769,0.769,7.923,6.077,21.884,0.462,7.595,0.462,0.923,3.846,0.154,0.769,0,0.692,0.154,0.846,-0.692,0.154,0.174,0.077,50,0,0,0,1.308,0.385,0,,0.538,14.286,10,0.769,0.615,1.615,0.615,47.619,5.385,27.559,0.385,21,2.881,0.357,9,3.686,0.092,12,2.277,0.556,0,0,,0.231,0.308,9.231,3.077,0.154
Tom Lynch,Richmond,32,32.16,Key Forward,4,4.4,42.5,40.75,0,0,0,0,81,5.75,2.25,8,62.5,60.87,66.667,71.875,1.5,0,155,19.375,2.5,3.2,2,4,4.5,3.25,7.75,58.065,0.25,1.5,1,0.5,1,3.75,1.5,0,0.5,0.75,0,0,0,,0.25,0.25,3,1.25,1.5,0,0.5,1.5,1,0.5,3,4.068,0.5,16.667,0,0,0.5,0.25,0.25,0,,3,8.333,6,1.5,1,2.75,0.25,54.545,4.5,19.149,1,11,3.745,-0.108,9,3.579,0.088,2,4.49,-0.99,0,0,,0,1.5,6.75,0.25,1.5
Toby Nankervis,Richmond,30,30.38,Ruck,21,12.919,110.238,100.571,22,1.048,5,1,80,7.714,8.286,16,64.286,49.383,78.161,48.214,2.048,1.905,156.286,9.768,4.286,3.733,2.667,6,10,5.667,15.667,63.83,3.143,4.476,0.667,1.381,3.095,3.476,2,0.048,0.476,2.905,23.524,84.157,1.476,6.275,2.857,4.333,3.286,0.905,0.238,1.333,0.095,1.571,1.714,-0.143,67.714,76.782,32.571,48.101,10,30.702,2.905,5.286,0.524,0.524,36.364,0.429,22.222,2,0.095,0.286,0.429,0.238,22.222,3.667,18.644,2.333,9,3.598,-1.598,7,3.768,-1.339,2,3.005,-2.505,0,0,,0,3.286,17.762,8.19,2.571
Finlay Macrae,Collingwood,22,22.8,Mid-Forward,9,6.389,44.111,39.889,0,0,0,0,52.889,5.111,4.889,10,68.889,54.348,84.091,51.111,2,0.667,161.333,16.133,1.111,9,2.111,4.737,3.889,6.333,10.222,38.043,1,3,0.222,0.778,2.222,1.556,1,0.333,0.444,4.667,6,21.094,1.333,22.222,0.667,2,0.889,0,0.222,0,0,0.556,0.222,0.333,0,0,0,,0,,0,2.333,0.333,0,,0,,4,0.444,0.222,0.667,0.444,66.667,2.556,11.275,0.556,6,3.381,0.952,2,3.069,2.931,4,3.537,-0.037,0,0,,0,0.556,12.333,6,0.222
Jeremy Howe,Collingwood,34,34.5,Key Defender,19,9.474,81.053,64.526,15,0.789,4,0,85.474,11.842,3.158,15,80,79.556,81.667,78.947,0.842,5.474,330.526,22.035,1.947,7.703,2.632,5.7,3.368,7.526,10.895,30.918,4.684,1.789,0,0.263,1.526,3.158,1.632,0,0.368,2.368,0,0,0,,0.105,0.105,5.158,0.842,0.316,1.895,0.421,0.632,0.474,0.158,0,0,0,,0,,0,1.579,0.105,0.737,28.571,0.263,40,5,0.263,0.105,0.526,0.105,50,2.105,8.696,0.632,10,3.469,-0.269,8,3.674,0.201,2,2.647,-2.147,4.211,39.024,90,0.211,5.474,6.368,4.842,5.105
Ben McKay,Essendon,27,27.01,Key Defender,23,10.287,67.739,54.217,12,0.522,5,0,99.304,7.043,6.13,13.174,87.459,83.333,92.199,53.465,0.348,1.348,121.391,9.215,1.783,7.39,1.304,10.1,5.739,7.478,13.217,43.421,8.13,3.261,0,0.565,2.696,5.696,3.217,0,1.087,2.87,0,0,0,,0.043,0.043,5.304,1.304,0,3,0,0.87,0.565,0.304,0.478,0.532,0.174,36.364,0,0,0,1.391,0,3,33.333,0,,0,0,0,0,0.087,,1.783,7.93,1.174,0,,,0,,,0,,,0,0,,0,5.739,6.826,5.913,4.696
Xavier Duursma,Essendon,24,24.48,Midfielder,15,9.06,78.333,81.8,7,0.467,2,0,81.267,11,7.533,18.533,77.698,73.939,83.186,59.353,2,2.2,258.133,13.928,1.667,11.12,2.667,6.95,4.4,13.867,18.267,24.088,3.733,3.333,0.2,1.267,2.067,3.2,2.533,0.267,0.867,6.733,0,0,0.133,,0.6,0.733,6.4,0.267,0.6,0.933,0.333,0.667,0.133,0.533,0,0,0,,0,,0,2.667,0.333,0.2,33.333,0,,9,0.6,0,0.667,0.2,90,3.467,15.71,1.133,10,3.723,1.677,8,3.843,1.407,2,3.243,2.757,0,0,,0.6,0.933,12.733,6.667,0.6
Jye Caldwell,Essendon,24,24.25,Midfielder,23,11.322,93.957,94.478,24,1.043,5,8,75.348,11,11.739,22.739,73.423,60.079,85.926,48.375,3.565,1.435,318.783,14.019,3.565,6.378,3.783,6.011,9.304,13.87,23.174,40.15,2.348,6,0.783,1.783,4.217,3.783,2.87,1.696,1.261,8.87,13.043,45.802,1.565,12,2.739,4.304,4.13,0.261,0.217,0.217,0.391,1.391,1.391,0,0,0,0,,0,,0,6.478,0.87,0.043,0,0.043,100,8,0.348,0.391,1,0.478,34.783,5.609,24.952,1.435,23,2.697,-0.219,8,3.108,0.392,15,2.477,-0.544,0,0,,0.261,0.739,21.348,9.87,0.174
Harrison Jones,Essendon,23,23.84,Key Forward,21,6.467,56.905,54.762,2,0.095,1,0,75.143,6.905,3.952,10.857,72.807,68.276,80.723,63.596,1.524,0.429,160.381,14.772,1.952,5.561,2.286,4.75,3.667,7.381,11.048,33.19,1.381,2.143,0.905,0.619,1.524,3.19,1.857,0.19,1.095,2.238,0,0,0.048,,0.286,0.333,4.905,0.619,1.286,0.524,1.095,0.524,0.286,0.238,0,0,0,,0,,0,1.524,0.619,0.143,0,0.81,23.529,18,0.857,0.524,1.667,0.476,51.429,3.333,15.054,0.19,35,3.693,-0.293,28,3.781,-0.281,7,3.341,-0.341,0,0,,0,2,11.476,3.714,1.571
Nic Martin,Essendon,23,23.74,Gen. Defender,23,12.73,105.043,107.217,46,2,11,15,94.87,18.174,10.087,28.261,73.538,67.464,84.483,64.308,3.478,3.739,475.565,16.828,3.826,7.386,5.043,5.603,6.043,20.304,26.348,22.937,5.043,5.174,0.391,0.522,4.696,4.522,3.87,0.087,1.522,11.348,0.478,1.679,0.304,63.636,0.957,1.261,6.652,0.217,0.435,0.957,0.435,0.478,0.565,-0.087,0,0,0,,0,,0,2.348,0.261,0.13,33.333,0.087,50,15,0.652,0.478,1.174,0.565,55.556,5.304,23.598,1.13,27,3.344,0.397,9,3.849,1.04,18,3.091,0.075,1.522,15.021,97.143,0.826,1.609,14.391,8.565,0.913
Zach Reid,Essendon,22,22.83,Key Defender,1,1.7,15,17,0,0,0,0,33,1,2,3,100,100,100,33.333,0,1,40,13.333,0,,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,,0,1,0,3,0,0,,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,0,,0,2,5,4,2
Jye Menzie,Essendon,22,22.17,Gen. Forward,14,2,33.929,38.429,0,0,0,0,62.214,5.071,3.929,9,57.143,43.662,74.545,56.349,1.786,0.571,124.429,13.825,1.929,4.667,2.286,3.938,3.071,5.571,8.643,35.537,1.571,2.643,0.714,0.429,2.214,2.786,2.429,0,1.286,2.286,0,0,0.071,,0.143,0.214,2.714,0.214,0.5,0.286,0.429,0.214,0.214,0,0,0,0,,0,,0,1.5,0.429,0.071,0,0.571,37.5,3,0.214,0.357,1.143,0.143,18.75,1.857,8.469,0.143,16,3.635,-2.198,8,4.068,-2.068,8,3.203,-2.328,0.071,0.694,100,0.429,0.571,10.357,3.714,0.429
Sam Durham,Essendon,23,23.47,Midfielder,22,12.636,89.5,82.955,34,1.545,8,6,75.045,10.682,10.682,21.364,75.319,63.83,86.809,50,4.5,1.227,365,17.085,3.5,6.104,3.364,6.351,8.864,13,21.864,40.541,2.409,5.727,0.909,2.045,3.682,3.591,2.818,1.591,1.273,8.318,13.864,48.49,1.682,12.131,2.455,4.136,4,0.318,0.227,0.636,0.5,1.045,1.364,-0.318,0,0,0,,0,,0,4.409,0.455,0.045,0,0.091,0,10,0.455,0.227,0.773,0.455,58.824,5.182,22.574,1.455,17,2.99,0.834,5,3.343,1.657,12,2.843,0.491,0,0,,0.455,1.364,20.545,9.455,0.5
Nik Cox,Essendon,22,22.95,Midfielder,20,5.22,49.75,52.9,0,0,0,0,72.1,6.35,5.7,12.05,66.805,55.906,78.947,52.697,0.95,1.5,152.25,12.635,2.3,5.239,2.7,4.463,4.4,7.9,12.3,35.772,2.3,2.8,0.3,0.8,2,3.2,2.1,0.3,0.75,4.3,0.05,0.174,0.1,100,0.75,0.85,3.5,0.45,0.4,0.5,0.55,0.65,0.6,0.05,1.45,1.596,0.55,37.931,0.05,9.091,0.05,2.5,0.3,0.85,29.412,0.35,42.857,8,0.4,0.15,0.55,0.15,72.727,2.3,10.11,0.3,11,4.391,0.245,8,4.428,0.322,3,4.292,0.041,0,0,,0.15,1.75,12.85,6.7,1.05
Archie Perkins,Essendon,22,22.76,Midfielder,18,7.756,64.611,65.056,10,0.556,1,3,64.5,9.167,6.167,15.333,65.58,54.545,81.982,59.783,3.333,1.167,271.056,17.678,2.167,7.077,3.167,4.842,5.5,9.389,14.889,36.94,1.5,3.833,0.833,1.111,2.722,2.667,2.222,0.778,0.722,5.833,9.889,34.496,0.889,8.989,1.333,2.222,3.111,0.222,0.389,0.278,0.056,0.778,0.611,0.167,0,0,0,,0,,0,3.722,0.667,0,,0.111,0,5,0.278,0.389,0.833,0.611,33.333,3.778,17.347,0.778,15,2.838,-0.372,6,3.393,-0.893,9,2.468,-0.024,0,0,,0.389,0.611,17.778,6.944,0.333
Elijah Tsatas,Essendon,20,20.2,Midfielder,7,4.457,39.429,36.714,0,0,0,0,46.714,4.857,5.286,10.143,66.197,55.882,75.676,47.887,1.429,0.857,140.857,13.887,1.571,6.455,2.286,4.438,4.429,6,10.429,42.466,1.571,3.429,1.143,0.571,2.857,3,2.286,0.286,1.143,3.571,0,0,0.286,,1,1.286,2.571,0.429,0.286,0.143,0.143,0,0,0,0,0,0,,0,,0,0.714,0.286,0.143,0,0,,1,0.143,0.143,0.429,0.286,33.333,2.286,8.989,0.714,3,3.786,-1.453,2,4.237,-1.237,1,2.884,-1.884,0,0,,0,0.286,8,4.143,0
Todd Goldstein,Essendon,36,36.5,Ruck,14,9.364,70,59.857,0,0,0,0,72.714,3.143,7.071,10.214,79.72,81.818,78.788,30.769,1.714,0.143,97.286,9.524,2.143,4.767,1.714,5.958,5.786,4.5,10.286,56.25,1.143,2.714,0.286,0.714,2,2,1.286,0,0.357,2.5,18.857,66.667,1.429,7.576,1.5,2.929,1.786,0.429,0.214,0.143,0.143,1.857,1.286,0.571,53.643,58.444,24.571,45.806,7,28.488,0.714,1.857,0.143,0.5,14.286,0.571,12.5,2,0.143,0.071,0.214,0.357,66.667,3.214,14.107,2.143,3,4.461,-0.128,3,4.461,-0.128,0,,,0,0,,0,2.571,8.643,3.429,1.714
Dyson Heppell,Essendon,32,32.63,Gen. Defender,18,10.867,88,76.167,2,0.111,1,0,81.111,10.833,10.444,21.278,84.334,80,88.83,50.914,1.444,2.444,244.111,11.473,1.667,12.767,2.611,8.149,6.556,13.667,20.222,32.418,5.833,5.389,0.111,1.222,4.167,5.167,4.222,0.222,1.611,6.833,0,0,0.111,,0.778,0.889,5.667,0.222,0.056,1.222,0.111,0.667,0.556,0.111,0,0,0,,0,,0,1.611,0.056,1.056,31.579,0.056,100,1,0.056,0,0.056,0.056,100,2.944,13.52,0.722,1,5.942,0.058,0,,,1,5.942,0.058,1.278,12.105,86.957,0.5,2.667,10.333,6.389,2.167
Jake Stringer,Essendon,30,30.68,Gen. Forward,23,9.791,63.13,65.87,16,0.696,4,1,76.217,8.826,3.826,12.652,56.701,50.246,71.591,69.759,3.217,0.174,294.304,23.261,3.087,4.099,3,4.217,5.609,7.261,12.87,43.581,0.652,3.696,1.217,1.696,2,2.652,1.913,0.87,0.652,2.913,8.87,31.145,1.478,16.667,0.783,2.261,3.87,0.261,2,0.043,1.087,0.478,0.826,-0.348,0.261,0.29,0,0,0,,0,2.522,1.217,0,,0.913,28.571,42,1.826,1.087,3.913,0.565,46.667,5.391,23.985,0.826,90,2.918,0.16,53,3.113,0.359,37,2.638,-0.125,0,0,,0,1.174,14.87,2.522,0.478
Jake Kelly,Essendon,29,29.94,Gen. Defender,20,5.935,62.95,61.8,0,0,0,0,90,9.7,5.55,15.25,79.344,73.196,90.09,63.607,1,2.5,203.05,13.315,1.9,8.026,2.8,5.446,3.5,12.15,15.65,22.364,3.5,2.5,0.15,0.7,1.8,3.05,2.15,0.1,1,5.5,0,0,0.05,,0.2,0.25,5.75,0.2,0.2,0.5,0.25,0.35,0.5,-0.15,0,0,0,,0,,0,1.3,0.05,1.4,35.714,0.05,100,1,0.05,0,0.05,0.1,100,2.35,10.195,0.6,1,3.178,2.822,1,3.178,2.822,0,,,0.1,0.995,0,0,2.65,8.75,5.85,1.85
Peter Wright,Essendon,28,28.31,Key Forward,14,8.186,70.214,64.429,10,0.714,1,2,79.429,6.5,4.786,11.286,69.62,62.637,79.104,57.595,1.786,0.357,168.071,14.892,2.071,5.448,2.429,4.647,4.786,7.143,11.929,40.12,1.071,2.214,0.929,0.429,1.786,3.714,1.571,0,0.643,3.214,3.643,12.593,0.286,7.843,0.5,0.786,4.286,1,1.643,0.214,0.643,0.786,0.286,0.5,16.786,18.331,8.5,50.638,2,23.529,0,1.357,0.5,0.286,25,2.286,21.875,19,1.357,0.5,2.143,0.357,63.333,4.357,19.062,0.786,30,3.354,0.679,29,3.343,0.622,1,3.657,2.343,0,0,,0,2.929,7.857,2.214,1.857
Jade Gresham,Essendon,27,27.35,Gen. Forward,22,8.164,59.091,54.864,3,0.136,1,0,81.5,7.182,6.773,13.955,68.078,52.532,84.564,51.466,3.182,0.227,180.091,12.906,2.591,5.386,2.818,4.952,5.091,8.545,13.636,37.333,1.318,4.136,1.773,0.818,3.318,3.273,2.773,0.364,1.182,5,0.273,0.969,0.045,16.667,1.591,1.636,2.545,0.136,0.5,0.045,0.318,0.455,0.864,-0.409,0,0,0,,0,,0,2.136,0.773,0,,0.545,0,19,0.864,0.545,1.864,0.909,46.341,4.864,21.837,0.818,41,3.08,-0.007,12,2.887,0.28,29,3.16,-0.126,0,0,,0.409,0.318,13.773,3.636,0.227
Kyle Langford,Essendon,28,28.08,Key Forward,23,10.77,78.348,70.565,14,0.609,3,6,91.478,8.391,4.174,12.565,67.82,63.731,76.042,66.782,2.696,0.261,239.391,19.052,2.217,5.667,2.478,5.07,5,7.696,12.696,39.384,1.348,3.304,1.826,0.696,2.609,4.696,3.043,0.043,1.609,2.783,0,0,0,,0.174,0.174,5.174,0.696,2.478,0.304,1.826,0.783,0.696,0.087,0.826,0.919,0.174,21.053,0.043,25,0,2.565,1.304,0.043,0,2,26.087,43,1.87,1.174,3.522,0.696,53.086,6.174,27.466,0.478,81,3.298,0.22,59,3.434,0.058,22,2.934,0.657,0,0,,0,1.696,12.826,2.609,0.87
Zach Merrett,Essendon,29,29.24,Midfielder,23,15.604,115.261,108.739,80,3.478,14,18,84.478,15.696,12.478,28.174,69.444,61.773,79.094,55.71,4.739,1.609,445.652,15.818,3.522,8,4.261,6.612,9.565,18.652,28.217,33.898,2.826,6.565,0.826,1.522,5.043,4,3.261,1.261,1.043,12.957,22.652,79.542,2.13,9.405,2.13,4.261,4.304,0.087,0.435,0.391,0.435,1.478,0.609,0.87,0,0,0,,0,,0,4.957,0.87,0.13,33.333,0.13,0,14,0.609,0.652,1.478,0.696,41.176,7.087,31.528,1.652,34,2.865,0.047,12,3.155,0.179,22,2.706,-0.025,0.13,1.288,100,0.435,1.609,23.652,12.217,0.391
Matt Guelfi,Essendon,27,27.38,Gen. Forward,13,8.546,71.385,56.846,5,0.385,2,0,75.923,5.769,6.154,11.923,72.903,62.667,82.5,48.387,1.385,0.154,148.923,12.49,2,5.962,1.615,7.381,5.615,6,11.615,48.344,1.154,3.846,1.692,0.846,3,4.385,3.231,0.308,1.077,3.077,0,0,0.154,,0.846,1,2.462,0.385,1.077,0.154,0.692,1,1,0,0,0,0,,0,,0,3.538,1.538,0,,0.923,33.333,15,1.154,0.769,2.154,0.923,53.571,5.154,22.408,0.308,28,3.351,0.221,15,3.771,0.496,13,2.866,-0.096,0,0,,0,1.385,15.692,3.692,0.385
Mason Redman,Essendon,27,27.34,Gen. Defender,21,10.448,88.286,83.857,13,0.619,4,0,80.619,16.143,4.952,21.095,81.941,81.711,82.692,76.524,2.714,4.524,435,20.621,1.857,11.359,3.048,6.922,3.81,14.714,18.524,20.566,5.762,2.524,0.095,0.286,2.238,3.476,2.286,0.048,0.762,7.857,0,0,0,,0.333,0.333,6.048,0.476,0.048,2.095,0.095,0.81,0.286,0.524,0,0,0,,0,,0,1.667,0.048,0.619,53.846,0.095,0,2,0.095,0.19,0.381,0.19,25,3.048,13.734,1.143,8,2.318,-0.318,4,2.338,0.662,4,2.297,-1.297,3.095,30.952,89.231,1.19,2.095,8.667,7.143,1.714
Andrew McGrath,Essendon,26,26.58,Gen. Defender,23,10.652,95.391,84.217,25,1.087,6,2,82.696,13.522,9.304,22.826,81.143,74.92,90.187,59.238,2.217,5.13,381.391,16.709,1.913,11.932,3.826,5.966,5.652,13.957,19.609,28.825,5.261,4.304,0.087,0.609,3.696,4.522,3.478,0.217,1.087,8.522,0,0,0.087,,0.87,0.957,4.696,0.304,0,0.652,0.087,0.826,0.304,0.522,0,0,0,,0,,0,2.696,0.043,0.652,20,0,,1,0.043,0,0.043,0.174,100,2.957,13.153,1.522,1,2.288,3.712,0,,,1,2.288,3.712,3.217,31.76,95.946,2.174,2.087,11.174,7.913,1.304
Will Setterfield,Essendon,26,26.9,Midfielder,4,11.875,107.25,99,0,0,0,0,78,12.25,10.5,22.75,72.527,69.388,76.19,53.846,4.25,3.5,344.75,15.154,2.25,10.111,3.75,6.067,10.25,13.5,23.75,43.158,2.25,8,0.5,3,5,2.5,2,1,0.5,8.5,17.5,58.333,1.5,8.571,3.75,5.25,4.25,0,0,0.5,0,1,0,1,0,0,0,,0,,0,6.75,0.75,0.5,0,0,,0,0,0.5,0.5,0.5,0,5.25,24.706,1.5,2,2.676,-1.676,0,,,2,2.676,-1.676,0,0,,0,0.75,20.75,10.75,0
Mitch Lewis,Hawthorn,26,26.21,Key Forward,4,5.8,41.5,43.75,0,0,0,0,81.5,5.25,2.75,8,59.375,42.857,90.909,65.625,0.5,0,127,15.875,2,4,1.75,4.571,3.5,4,7.5,46.667,0.25,1.5,0.75,0,1.5,3.25,1.25,0,0.25,1,0,0,0,,0.25,0.25,4.5,1.75,2,0,0.5,0,0.75,-0.75,1.75,1.944,0.25,14.286,0,0,0,0.75,0.25,0,,4,6.25,5,1.25,0.5,2.25,0.25,55.556,3.25,17.333,0,9,3.539,0.016,8,3.636,0.364,1,2.764,-2.764,0,0,,0,3,9.5,1.5,1.75
Ned Reeves,Hawthorn,26,26.16,Ruck,4,7.7,56.75,52.25,0,0,0,0,67.5,3.25,5,8.25,72.727,61.538,80,39.394,0,0.25,40.75,4.939,3.5,2.357,1.25,6.6,5.25,3.25,8.5,61.765,1.5,2.25,0.25,1,1.25,1.75,0.75,0,0,2,18.75,67.568,1.25,6.667,1.25,2.5,1.75,0.75,0,0.75,0,0.75,2.25,-1.5,58.25,67.733,22.75,39.056,5.5,24.176,1,2.25,0.25,0,,0.25,0,1,0.25,0,0.25,0,100,3,12.903,2.75,1,3.396,2.604,1,3.396,2.604,0,,,0,0,,0,3.25,7,3.5,1.75
James Worpel,Hawthorn,25,25.93,Midfielder,25,12.444,86.44,77.32,35,1.4,5,14,76.12,11.2,10.6,21.8,66.789,53.929,80.377,51.376,5.32,1.24,356.88,16.371,3.68,5.924,4,5.45,10.48,12.36,22.84,45.884,2.16,7.4,0.76,2.48,4.92,3.2,2.76,2.16,0.96,9.16,18.96,68.596,2.12,11.181,3.16,5.28,2.08,0,0.04,0.04,0,0.64,1.28,-0.64,0,0,0,,0,,0,4.4,0.48,0.08,50,0,,6,0.24,0.44,0.76,0.84,31.579,5.36,22.112,1.44,19,2.413,0.061,4,2.619,-0.369,15,2.358,0.175,0,0,,0.28,1.24,21.44,9.12,0.28
